Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
EMILIN3		1	1	112	0.9%	No
TMEM89		1	1	112	0.9%	No
ADAM12		1	1	112	0.9%	No
NRXN3		2	2	112	1.8%	No
TRAFD1		1	1	112	0.9%	No
TMEM196		1	1	112	0.9%	No
FAM98C		1	1	112	0.9%	No
DEFB118		1	1	112	0.9%	No
PAPOLA		1	1	112	0.9%	No
EDAR		1	1	112	0.9%	No
TCERG1		1	1	112	0.9%	No
SNX25		1	1	112	0.9%	No
NRXN1		1	1	112	0.9%	No
CARD8		2	2	112	1.8%	No
TM9SF2		1	1	112	0.9%	No
SLC22A8		2	2	112	1.8%	No
SBNO2		1	1	112	0.9%	No
NRXN2		2	2	112	1.8%	No
KIF3B		1	1	112	0.9%	No
ZFYVE9		1	1	112	0.9%	No
TTLL2		1	1	112	0.9%	No
WDR87		1	1	112	0.9%	No
CRMP1		1	1	112	0.9%	No
PARD3		2	2	112	1.8%	No
CRY2		2	2	112	1.8%	No
GLI4		1	1	112	0.9%	No
GLI3		1	1	112	0.9%	No
GLI2		3	3	112	2.7%	No
ODAD1		1	1	112	0.9%	No
OTOF		1	1	112	0.9%	No
COG1		1	1	112	0.9%	No
CMYA5		1	1	112	0.9%	No
GLS		1	1	112	0.9%	No
CRYBA2		1	1	112	0.9%	No
HSPA12A		1	1	112	0.9%	No
CRYGA		2	2	112	1.8%	No
NMT2		1	1	112	0.9%	No
CD101		1	1	112	0.9%	No
LRRC15		1	1	112	0.9%	No
TGFBRAP1		1	1	112	0.9%	No
DHRS4		1	1	112	0.9%	No
CRYGC		1	1	112	0.9%	No
MAN1A2		1	1	112	0.9%	No
BLCAP		1	1	112	0.9%	No
GOLGA8IP		2	2	112	1.8%	No
GNAI2		2	2	112	1.8%	No
SCPEP1		1	1	112	0.9%	No
TRPV4		1	1	112	0.9%	No
PTP4A2		1	1	112	0.9%	No
HRH4		1	1	112	0.9%	No
OR2F2		1	1	112	0.9%	No
GNA11		1	1	112	0.9%	Yes
CSF1		1	1	112	0.9%	Yes
PGAP4		1	1	112	0.9%	No
MAPK14		1	1	112	0.9%	No
CS		3	2	112	1.8%	No
TPPP2		1	1	112	0.9%	No
CHCHD6		1	1	112	0.9%	No
FAM182B		1	1	112	0.9%	No
YEATS4		1	1	112	0.9%	No
C5ORF34		1	1	112	0.9%	No
GNB1		1	1	112	0.9%	Yes
LGR6		1	1	112	0.9%	No
LHX6		1	1	112	0.9%	No
KMT2D		3	2	112	1.8%	Yes
GNAS		2	2	112	1.8%	Yes
CSHL1		1	1	112	0.9%	No
GNAO1		1	1	112	0.9%	No
RNASE11		1	1	112	0.9%	No
CSH2		1	1	112	0.9%	No
CSH1		2	2	112	1.8%	No
FAM3A		1	1	112	0.9%	No
PLEKHH2		1	1	112	0.9%	No
PATE3		1	1	112	0.9%	No
PTPRS		1	1	112	0.9%	Yes
RBMXL3		1	1	112	0.9%	No
VCAN		4	4	112	3.6%	No
GNG10		1	1	112	0.9%	No
ALX1		1	1	112	0.9%	No
CSNK2A2		1	1	112	0.9%	No
FOXP1		1	1	112	0.9%	Yes
CSNK1E		1	1	112	0.9%	No
CSNK1D		1	1	112	0.9%	No
TDRD12		1	1	112	0.9%	No
ZNF746		1	1	112	0.9%	No
KCNH8		1	1	112	0.9%	No
OTUD7A		1	1	112	0.9%	No
PLIN4		1	1	112	0.9%	No
DOCK11		1	1	112	0.9%	No
CLUL1		1	1	112	0.9%	No
GNRH1		1	1	112	0.9%	No
CHCT1		1	1	112	0.9%	No
ABCD3		2	2	112	1.8%	No
TRPM6		3	3	112	2.7%	No
ZNF425		2	2	112	1.8%	No
ALDH1L2		1	1	112	0.9%	No
ODF3L1		1	1	112	0.9%	No
GALNTL5		1	1	112	0.9%	No
PLCXD2		1	1	112	0.9%	No
NKX2-5		1	1	112	0.9%	No
TFAP2E		1	1	112	0.9%	No
ZNG1C		1	1	112	0.9%	No
CCDC171		1	1	112	0.9%	No
MPP7		1	1	112	0.9%	No
CATSPERD		1	1	112	0.9%	No
ATG2B		1	1	112	0.9%	No
GHITM		1	1	112	0.9%	No
PPA2		1	1	112	0.9%	No
OR6S1		2	2	112	1.8%	No
NLRP12		1	1	112	0.9%	No
GOLGA8O		1	1	112	0.9%	No
SPRED1		1	1	112	0.9%	Yes
ZNF468		1	1	112	0.9%	No
MTF1		1	1	112	0.9%	No
CTNNA1		1	1	112	0.9%	Yes
CCN2		1	1	112	0.9%	No
BRINP3		2	2	112	1.8%	No
LAMP3		1	1	112	0.9%	No
CENPW		1	1	112	0.9%	No
ANTXRL		1	1	112	0.9%	No
KRBA2		1	1	112	0.9%	No
ARHGAP17		1	1	112	0.9%	No
CRTAC1		1	1	112	0.9%	No
VPS41		1	1	112	0.9%	No
RBM26		1	1	112	0.9%	No
FAM110B		1	1	112	0.9%	No
FAM219A		1	1	112	0.9%	No
MARK4		1	1	112	0.9%	No
TMEM151B		1	1	112	0.9%	No
CFAP77		1	1	112	0.9%	No
HEATR1		2	2	112	1.8%	No
POTEC		1	1	112	0.9%	No
TMPRSS7		1	1	112	0.9%	No
CEP192		1	1	112	0.9%	No
MTHFR		1	1	112	0.9%	No
CDH23		1	1	112	0.9%	No
GPC2		1	1	112	0.9%	No
IER5L		1	1	112	0.9%	No
ODAD2		1	1	112	0.9%	No
SRBD1		1	1	112	0.9%	No
LARP1B		1	1	112	0.9%	No
PRSS57		1	1	112	0.9%	No
ANKZF1		1	1	112	0.9%	No
SUGP1		2	2	112	1.8%	No
HOXA4		1	1	112	0.9%	No
RGL2		1	1	112	0.9%	No
MTM1		4	4	112	3.6%	No
BCL9		1	1	112	0.9%	Yes
HOXA13		1	1	112	0.9%	Yes
CLSTN2		1	1	112	0.9%	No
PARVG		1	1	112	0.9%	No
TMEM26		2	2	112	1.8%	No
ERICH1		1	1	112	0.9%	No
GIMAP8		2	2	112	1.8%	No
KCNQ5		1	1	112	0.9%	No
NPTN		1	1	112	0.9%	No
HOXB3		2	2	112	1.8%	No
UBR7		1	1	112	0.9%	No
BCR		3	3	112	2.7%	Yes
NAALADL2		1	1	112	0.9%	No
SAMSN1		1	1	112	0.9%	No
POPDC2		1	1	112	0.9%	No
SMOC2		1	1	112	0.9%	No
MTR		2	2	112	1.8%	No
RAC1		1	1	112	0.9%	Yes
AP1G2		2	2	112	1.8%	No
ADGRD1		3	3	112	2.7%	No
SDK1		2	2	112	1.8%	No
RAD51B		1	1	112	0.9%	Yes
RAD52		1	1	112	0.9%	Yes
RAF1		2	2	112	1.8%	Yes
SLC27A1		1	1	112	0.9%	No
OC90		1	1	112	0.9%	No
DALRD3		1	1	112	0.9%	No
ATP2C1		1	1	112	0.9%	No
HOXC9		1	1	112	0.9%	No
BDH1		1	1	112	0.9%	No
BDKRB2		1	1	112	0.9%	No
RAD21		1	1	112	0.9%	Yes
CACNA1H		2	2	112	1.8%	No
RAD23A		1	1	112	0.9%	No
CACNA1G		2	1	112	0.9%	No
RAD23B		1	1	112	0.9%	No
BDNF		1	1	112	0.9%	No
RAD51		1	1	112	0.9%	Yes
RAD51C		1	1	112	0.9%	Yes
TDRP		1	1	112	0.9%	No
ANKRD52		2	2	112	1.8%	No
TIMELESS		1	1	112	0.9%	No
DEFB125		1	1	112	0.9%	No
MBD4		1	1	112	0.9%	Yes
DEFB128		1	1	112	0.9%	No
SPRY3		1	1	112	0.9%	No
SRRM1		1	1	112	0.9%	No
IRF2BP2		1	1	112	0.9%	No
DEFB121		1	1	112	0.9%	No
BFSP1		1	1	112	0.9%	No
SEPTIN3		1	1	112	0.9%	No
TNIP3		1	1	112	0.9%	No
GTPBP4		1	1	112	0.9%	No
SYNPO2L		1	1	112	0.9%	No
RAG1		1	1	112	0.9%	No
HERC2		1	1	112	0.9%	No
SPRY1		2	2	112	1.8%	No
CNTNAP3		3	3	112	2.7%	No
GLCCI1		1	1	112	0.9%	No
ABCC4		2	2	112	1.8%	No
CADM2		1	1	112	0.9%	No
CNKSR1		1	1	112	0.9%	No
TBL2		2	1	112	0.9%	No
MUC2		2	2	112	1.8%	No
MUC4		10	10	112	8.9%	No
SF3B4		1	1	112	0.9%	No
MUC5AC		1	1	112	0.9%	No
TOP3B		1	1	112	0.9%	No
MYRFL		1	1	112	0.9%	No
BLM		2	2	112	1.8%	Yes
SLC50A1		1	1	112	0.9%	No
SLC25A40		1	1	112	0.9%	No
BNC1		1	1	112	0.9%	No
ZFC3H1		1	1	112	0.9%	No
BAIAP3		1	1	112	0.9%	No
WASF1		2	2	112	1.8%	No
ZMPSTE24		1	1	112	0.9%	No
UNC80		1	1	112	0.9%	No
TRIM37		1	1	112	0.9%	No
MUSK		1	1	112	0.9%	No
MMUT		1	1	112	0.9%	No
MUTYH		1	1	112	0.9%	Yes
ZNF70		1	1	112	0.9%	No
IL23R		1	1	112	0.9%	No
THSD7A		3	3	112	2.7%	No
RXFP4		1	1	112	0.9%	No
DCAF7		1	1	112	0.9%	No
BMP3		1	1	112	0.9%	No
BMP6		1	1	112	0.9%	No
HPS1		1	1	112	0.9%	No
PDZD7		3	3	112	2.7%	No
CNBD2		2	2	112	1.8%	No
NOL10		1	1	112	0.9%	No
UGT1A3		1	1	112	0.9%	No
MUC6		5	5	112	4.5%	No
MUC7		2	1	112	0.9%	No
AP3D1		1	1	112	0.9%	No
ZNF66		1	1	112	0.9%	No
RASGRP2		1	1	112	0.9%	No
SLC35B1		1	1	112	0.9%	No
DEFB113		1	1	112	0.9%	No
SARS1		1	1	112	0.9%	No
OR10H4		1	1	112	0.9%	No
HRH2		2	2	112	1.8%	No
BMX		1	1	112	0.9%	No
BNIP3		1	1	112	0.9%	No
HRH1		1	1	112	0.9%	No
AGFG2		2	2	112	1.8%	No
DST		4	2	112	1.8%	No
C10ORF95		1	1	112	0.9%	No
MX1		1	1	112	0.9%	No
RGPD4		1	1	112	0.9%	No
CPXCR1		1	1	112	0.9%	No
PLPPR3		1	1	112	0.9%	No
ZNF74		1	1	112	0.9%	No
DHDDS		1	1	112	0.9%	No
ZNF75A		1	1	112	0.9%	No
ARHGAP45		2	2	112	1.8%	No
ZNF281		2	2	112	1.8%	No
ATXN2		2	2	112	1.8%	Yes
ATXN1		1	1	112	0.9%	No
USP13		2	2	112	1.8%	No
MGAM		1	1	112	0.9%	Yes
ATP6V0D2		1	1	112	0.9%	No
HSD3B2		1	1	112	0.9%	No
CABIN1		1	1	112	0.9%	No
SRRM2		2	2	112	1.8%	No
BRCA1		2	2	112	1.8%	Yes
BRAF		1	1	112	0.9%	Yes
BRCA2		3	2	112	1.8%	Yes
CROT		1	1	112	0.9%	No
BRDT		1	1	112	0.9%	No
CRLS1		1	1	112	0.9%	No
ZFP36L2	9.930e-3	2	2	112	1.8%	Yes
CGAS		1	1	112	0.9%	No
SATB1		1	1	112	0.9%	No
SAT1		1	1	112	0.9%	No
H3C7		1	1	112	0.9%	Yes
MIER1		1	1	112	0.9%	No
ZSWIM3		1	1	112	0.9%	No
SLC7A14		2	2	112	1.8%	No
SBF1		1	1	112	0.9%	No
CWC22		1	1	112	0.9%	No
MRPL55		1	1	112	0.9%	No
DDX39A		1	1	112	0.9%	No
GBA2		1	1	112	0.9%	No
WDFY4		1	1	112	0.9%	No
SLFN11		2	2	112	1.8%	Yes
YIPF6		1	1	112	0.9%	No
ZNF99		1	1	112	0.9%	No
SCN1A		3	3	112	2.7%	No
HSF4		1	1	112	0.9%	No
NNT		1	1	112	0.9%	No
PRAME		1	1	112	0.9%	No
PIK3R5		1	1	112	0.9%	No
BRS3		1	1	112	0.9%	No
STX6		1	1	112	0.9%	No
KIAA1614		3	3	112	2.7%	No
MFSD10		1	1	112	0.9%	No
LRP1B		3	3	112	2.7%	Yes
MANSC1		1	1	112	0.9%	No
DNAJC22		1	1	112	0.9%	No
BTC		1	1	112	0.9%	No
SFMBT2		2	2	112	1.8%	No
SCD5		1	1	112	0.9%	No
PPP4R4		1	1	112	0.9%	No
ANO8		1	1	112	0.9%	No
SERPINB3		1	1	112	0.9%	Yes
SEMA4G		1	1	112	0.9%	No
PRX		2	2	112	1.8%	No
PCDHB16		1	1	112	0.9%	No
RIMBP2		2	2	112	1.8%	No
TMEM131		2	2	112	1.8%	No
CFAP47		1	1	112	0.9%	No
SCN7A		1	1	112	0.9%	No
SCN9A		1	1	112	0.9%	No
BTK		1	1	112	0.9%	Yes
EPG5		1	1	112	0.9%	No
SCN2A		3	3	112	2.7%	No
SCN3A		2	2	112	1.8%	No
SCP2D1		1	1	112	0.9%	No
SCN4A		1	1	112	0.9%	No
NCOA5		1	1	112	0.9%	No
WDR19		1	1	112	0.9%	No
SLC10A6		1	1	112	0.9%	No
NUP188		1	1	112	0.9%	No
VWA3A		2	2	112	1.8%	No
SCRIB		1	1	112	0.9%	No
DSN1		1	1	112	0.9%	No
ZFYVE28		1	1	112	0.9%	No
USPL1		1	1	112	0.9%	No
SVEP1		2	2	112	1.8%	No
SCN10A		2	2	112	1.8%	No
SCNN1D		1	1	112	0.9%	No
SCNN1B		1	1	112	0.9%	No
CALCRL		2	2	112	1.8%	No
P2RX5		1	1	112	0.9%	No
CSTPP1		1	1	112	0.9%	No
KLC2		1	1	112	0.9%	No
ABLIM2		1	1	112	0.9%	No
DOT1L		2	2	112	1.8%	Yes
LARS1		1	1	112	0.9%	No
BRSK1		1	1	112	0.9%	Yes
MAML2		1	1	112	0.9%	Yes
AMN1		1	1	112	0.9%	No
CCL3L1		1	1	112	0.9%	No
ZNF135		1	1	112	0.9%	No
CCL23		1	1	112	0.9%	No
PORCN		1	1	112	0.9%	No
MMGT1		1	1	112	0.9%	No
SLC13A3		1	1	112	0.9%	No
FBXL17		1	1	112	0.9%	No
ARHGAP42		2	2	112	1.8%	No
CARD11		1	1	112	0.9%	Yes
PPHLN1		1	1	112	0.9%	No
ADAMTS20		1	1	112	0.9%	No
SLC5A7		2	2	112	1.8%	No
ELOVL5		2	2	112	1.8%	No
KIF18B		1	1	112	0.9%	No
PABPC3		2	2	112	1.8%	No
CXCL6		1	1	112	0.9%	No
FURIN		2	2	112	1.8%	Yes
SELENOF		1	1	112	0.9%	No
TSHZ1		1	1	112	0.9%	No
RECQL4		2	2	112	1.8%	Yes
TUT1		1	1	112	0.9%	No
PAFAH1B1		1	1	112	0.9%	No
NIBAN2		2	2	112	1.8%	No
OR10H1		1	1	112	0.9%	No
OR10H2		1	1	112	0.9%	No
NUTM1		1	1	112	0.9%	Yes
SCLY		1	1	112	0.9%	No
FBN3		1	1	112	0.9%	No
MPHOSPH9		1	1	112	0.9%	No
MEGF11		1	1	112	0.9%	No
MPHOSPH10		1	1	112	0.9%	No
FASTKD5		2	2	112	1.8%	No
SIRT6		1	1	112	0.9%	No
KMT2E		2	2	112	1.8%	No
NEURL4		1	1	112	0.9%	No
ZMAT1		1	1	112	0.9%	No
PAH		1	1	112	0.9%	No
ARHGAP29		2	2	112	1.8%	No
SERPINE1		1	1	112	0.9%	No
ARMCX5		1	1	112	0.9%	No
FSIP2		1	1	112	0.9%	No
CDCP1		2	2	112	1.8%	No
VCX3B		1	1	112	0.9%	No
PAFAH1B3		1	1	112	0.9%	No
ZBTB7C		1	1	112	0.9%	No
LCOR		1	1	112	0.9%	No
DNAH10		1	1	112	0.9%	No
MAP3K21		1	1	112	0.9%	No
LGSN		1	1	112	0.9%	No
APOBR		3	3	112	2.7%	No
NT5DC3		1	1	112	0.9%	No
MZT2B		1	1	112	0.9%	No
LANCL2		2	2	112	1.8%	No
ZNF512		2	2	112	1.8%	No
CTDSP1		2	2	112	1.8%	No
SEC14L1		1	1	112	0.9%	No
PAM		1	1	112	0.9%	No
CNTN3		2	2	112	1.8%	No
PAPPA		1	1	112	0.9%	No
INTS6		1	1	112	0.9%	Yes
MBIP		1	1	112	0.9%	No
RBM20		1	1	112	0.9%	No
UBN2		1	1	112	0.9%	No
TENM1		4	3	112	2.7%	No
PAX2		1	1	112	0.9%	No
RBM5		1	1	112	0.9%	No
PCDH20		1	1	112	0.9%	No
IFT88		1	1	112	0.9%	No
PAX5		1	1	112	0.9%	Yes
MACF1		1	1	112	0.9%	No
AGO1		2	2	112	1.8%	Yes
TSPAN16		1	1	112	0.9%	No
HEY2		1	1	112	0.9%	No
JAKMIP1		1	1	112	0.9%	No
TIMM9		1	1	112	0.9%	No
TNFRSF13B		1	1	112	0.9%	No
ALYREF		1	1	112	0.9%	No
NDFIP2		1	1	112	0.9%	No
MED27		1	1	112	0.9%	No
MAP4K4		1	1	112	0.9%	Yes
OR11L1		1	1	112	0.9%	No
PCNX3		2	2	112	1.8%	No
CBX5		1	1	112	0.9%	No
PHF3		2	2	112	1.8%	No
MED15		2	2	112	1.8%	No
MICU2		1	1	112	0.9%	No
JAKMIP3		1	1	112	0.9%	No
ATAD5		1	1	112	0.9%	No
TRIM28		1	1	112	0.9%	No
GOLGA4		1	1	112	0.9%	No
GOLGA3		1	1	112	0.9%	No
ITM2A		1	1	112	0.9%	No
FARP1		1	1	112	0.9%	No
HOMER1		1	1	112	0.9%	No
COL6A6		4	4	112	3.6%	No
EIF2AK3		1	1	112	0.9%	No
ANO4		2	1	112	0.9%	No
ARL15		1	1	112	0.9%	No
NBAS		1	1	112	0.9%	No
EEF1AKMT1		1	1	112	0.9%	No
SLC25A13		2	2	112	1.8%	No
LSR		2	2	112	1.8%	No
IQGAP3		1	1	112	0.9%	No
FAM120B		3	2	112	1.8%	No
PAF1		1	1	112	0.9%	No
ZMAT5		1	1	112	0.9%	No
SULF2		1	1	112	0.9%	No
BTNL8		1	1	112	0.9%	No
IL27RA		1	1	112	0.9%	No
PICK1		1	1	112	0.9%	No
GAN		1	1	112	0.9%	No
PCYT1B		1	1	112	0.9%	No
OR4A15		1	1	112	0.9%	No
RASAL2		1	1	112	0.9%	No
PATE4		1	1	112	0.9%	No
PLEKHB2		1	1	112	0.9%	No
EPN3		1	1	112	0.9%	No
PCNX2		1	1	112	0.9%	No
BRIP1		1	1	112	0.9%	Yes
XCR1		2	2	112	1.8%	No
NBPF10		2	2	112	1.8%	No
ROCK2		2	2	112	1.8%	No
MAPK8IP1		1	1	112	0.9%	No
DNAI1		1	1	112	0.9%	No
ATG16L1		1	1	112	0.9%	No
MRPL20		2	2	112	1.8%	No
TMEM132E-DT		1	1	112	0.9%	No
NRDE2		1	1	112	0.9%	No
AUNIP		1	1	112	0.9%	No
TUBA3E		1	1	112	0.9%	No
CXCR3		1	1	112	0.9%	No
FAM234A		1	1	112	0.9%	No
CTNND2		1	1	112	0.9%	No
FAM172A		1	1	112	0.9%	No
NPBWR1		1	1	112	0.9%	No
ZWILCH		2	2	112	1.8%	No
EDA2R		1	1	112	0.9%	No
DDX50		2	2	112	1.8%	No
CTSD		1	1	112	0.9%	No
UGT3A1		1	1	112	0.9%	No
H2BW1		1	1	112	0.9%	No
SLC52A1		1	1	112	0.9%	No
GARIN5A		1	1	112	0.9%	No
CTSL		1	1	112	0.9%	No
GPR22		1	1	112	0.9%	No
ENOX1		1	1	112	0.9%	No
NABP2		1	1	112	0.9%	No
NRSN2		2	2	112	1.8%	No
PDPR		1	1	112	0.9%	No
MYO15B		1	1	112	0.9%	No
FBXL18		2	2	112	1.8%	No
MOGAT3		1	1	112	0.9%	No
CTSO		1	1	112	0.9%	No
CTSV		1	1	112	0.9%	No
DET1		1	1	112	0.9%	No
OXR1		1	1	112	0.9%	No
FNDC11		1	1	112	0.9%	No
WWC2		1	1	112	0.9%	No
PHC3		2	2	112	1.8%	No
GPR31		1	1	112	0.9%	No
AHNAK		5	3	112	2.7%	No
ACOT4		1	1	112	0.9%	No
CPNE2		1	1	112	0.9%	No
C17ORF97		1	1	112	0.9%	No
RMI1		1	1	112	0.9%	No
CYB5A		1	1	112	0.9%	No
KIF26B		2	2	112	1.8%	No
TRPM8		1	1	112	0.9%	No
RADX		1	1	112	0.9%	No
STXBP5		1	1	112	0.9%	No
ASPSCR1		1	1	112	0.9%	Yes
EP400P1		1	1	112	0.9%	No
GRK4		1	1	112	0.9%	No
SYMPK		2	2	112	1.8%	No
ZNF239		1	1	112	0.9%	No
MVB12A		1	1	112	0.9%	No
TRPM3		3	3	112	2.7%	No
KRTAP10-2		1	1	112	0.9%	No
CYP1A2		1	1	112	0.9%	No
GPS2	2.450e-4	2	2	112	1.8%	Yes
KRTAP10-4		1	1	112	0.9%	No
C9ORF43		1	1	112	0.9%	No
KRTAP10-7		1	1	112	0.9%	No
GAS2L3		1	1	112	0.9%	No
ZNF556		1	1	112	0.9%	No
CALHM3		1	1	112	0.9%	No
CYP2A7		1	1	112	0.9%	No
RANBP2		1	1	112	0.9%	Yes
POGLUT2		1	1	112	0.9%	No
GRIA3		1	1	112	0.9%	No
GRIA1		1	1	112	0.9%	No
C1ORF50		1	1	112	0.9%	No
RAPGEF1		1	1	112	0.9%	No
RARB		1	1	112	0.9%	No
SIRPB2		1	1	112	0.9%	No
EME1		1	1	112	0.9%	No
CYP2A13		2	2	112	1.8%	No
LINC02910		1	1	112	0.9%	No
ATF7IP2		1	1	112	0.9%	No
CYP2C9		1	1	112	0.9%	No
CEP120		2	2	112	1.8%	No
SCLT1		1	1	112	0.9%	No
MICA		2	2	112	1.8%	No
CYP2F1		1	1	112	0.9%	No
ATG9A		1	1	112	0.9%	No
GRIK3		1	1	112	0.9%	No
KDM5A		1	1	112	0.9%	Yes
RBBP5		1	1	112	0.9%	No
BACH2		3	3	112	2.7%	Yes
KRTAP4-7		1	1	112	0.9%	No
GRID2		3	3	112	2.7%	No
CKAP2		1	1	112	0.9%	No
GRIA4		1	1	112	0.9%	No
RASGRF2		1	1	112	0.9%	No
RB1	2.470e-3	3	2	112	1.8%	Yes
NXPE3		1	1	112	0.9%	No
CEACAM16		1	1	112	0.9%	No
CYP7A1		1	1	112	0.9%	No
MYBPC2		2	2	112	1.8%	No
MYBPH		1	1	112	0.9%	No
CYP3A5		1	1	112	0.9%	No
CADM3		1	1	112	0.9%	No
RBBP6		2	2	112	1.8%	No
LETM2		1	1	112	0.9%	No
MX2		1	1	112	0.9%	No
SBNO1		1	1	112	0.9%	No
MYB	2.480e-2	3	3	112	2.7%	Yes
MYBL1		1	1	112	0.9%	Yes
MYBPC1		1	1	112	0.9%	No
RAD51AP2		1	1	112	0.9%	No
ERAP2		1	1	112	0.9%	No
ARHGAP33		1	1	112	0.9%	No
TAPT1		1	1	112	0.9%	No
ZMYND8		1	1	112	0.9%	No
MYF5		2	2	112	1.8%	No
MYH1		2	2	112	1.8%	No
APBB3		1	1	112	0.9%	No
ATAD3A		1	1	112	0.9%	No
ZNF790		1	1	112	0.9%	No
CCNO		1	1	112	0.9%	No
ZNF267		1	1	112	0.9%	No
BMF		1	1	112	0.9%	No
PRAMEF4		2	2	112	1.8%	No
DISC1		1	1	112	0.9%	No
CYP51A1		1	1	112	0.9%	No
MYH2		3	3	112	2.7%	No
RCN1		2	1	112	0.9%	No
MUC19		1	1	112	0.9%	No
MYH6		2	1	112	0.9%	No
MYH7		1	1	112	0.9%	No
CARD9		1	1	112	0.9%	No
C12ORF40		2	2	112	1.8%	No
MYH8		2	2	112	1.8%	No
ANKRD36		2	2	112	1.8%	No
MYO1A		1	1	112	0.9%	No
C18ORF25		1	1	112	0.9%	No
GIMAP1		2	2	112	1.8%	No
CCDC87		1	1	112	0.9%	No
ZNF808		1	1	112	0.9%	No
VRTN		1	1	112	0.9%	No
OR1M1		1	1	112	0.9%	No
DNAJA1		1	1	112	0.9%	No
UBA6		1	1	112	0.9%	No
ZNF772		1	1	112	0.9%	No
DNAJB2		1	1	112	0.9%	No
RDX		1	1	112	0.9%	No
DPEP3		1	1	112	0.9%	No
ABHD16B		1	1	112	0.9%	No
HECTD4		1	1	112	0.9%	No
DCAF12L2		2	2	112	1.8%	No
REG1B		1	1	112	0.9%	No
MYLK		1	1	112	0.9%	No
REV3L		1	1	112	0.9%	Yes
MYO9B		1	1	112	0.9%	No
RFC1		1	1	112	0.9%	No
IGSF3		1	1	112	0.9%	No
ZNF367		2	1	112	0.9%	No
TMEM82		1	1	112	0.9%	No
GADD45GIP1		1	1	112	0.9%	No
RNF207		1	1	112	0.9%	No
STEAP3		1	1	112	0.9%	No
C6ORF163		1	1	112	0.9%	No
NUTM2A		1	1	112	0.9%	Yes
SALL3		1	1	112	0.9%	No
HKDC1		1	1	112	0.9%	No
ELFN1		1	1	112	0.9%	No
KIRREL1		2	2	112	1.8%	No
CHD9		1	1	112	0.9%	No
FBXO11		1	1	112	0.9%	Yes
ARL11		1	1	112	0.9%	No
C1ORF220		1	1	112	0.9%	No
CCDC105		1	1	112	0.9%	No
TTC7B		3	3	112	2.7%	No
MYO1E		1	1	112	0.9%	No
MYO5A		2	2	112	1.8%	Yes
MYO5B		3	3	112	2.7%	No
MYO7A		3	3	112	2.7%	No
REST		1	1	112	0.9%	Yes
C3		1	1	112	0.9%	No
MYO7B		3	3	112	2.7%	No
MYT1		1	1	112	0.9%	No
RFX5		1	1	112	0.9%	No
VWA5B1		1	1	112	0.9%	No
KCNV2		1	1	112	0.9%	No
THNSL2		2	2	112	1.8%	No
IL37		1	1	112	0.9%	No
SLC35F4		1	1	112	0.9%	No
C5AR1		1	1	112	0.9%	No
RFX1		5	5	112	4.5%	No
C6		1	1	112	0.9%	No
ZC3H12B		2	2	112	1.8%	No
NUTM2D		1	1	112	0.9%	No
NAP1L1		1	1	112	0.9%	No
CERKL		1	1	112	0.9%	No
MARK2		1	1	112	0.9%	No
COQ10B		2	2	112	1.8%	No
NDST1		1	1	112	0.9%	No
ZFP69		1	1	112	0.9%	No
HSPG2		3	2	112	1.8%	No
PALD1		1	1	112	0.9%	No
TARS2		1	1	112	0.9%	No
ACSF2		1	1	112	0.9%	No
ELN		1	1	112	0.9%	Yes
C7		1	1	112	0.9%	No
FAM184B		2	1	112	0.9%	No
STMN4		1	1	112	0.9%	No
DENND2A		1	1	112	0.9%	No
CYRIA		1	1	112	0.9%	No
LRRC28		1	1	112	0.9%	No
NACA		1	1	112	0.9%	Yes
TDRD3		1	1	112	0.9%	No
UNC5D		3	3	112	2.7%	No
VPS51		1	1	112	0.9%	No
NBL1		2	2	112	1.8%	No
NBN		1	1	112	0.9%	Yes
NCAM2		1	1	112	0.9%	No
SPG11		1	1	112	0.9%	No
HTR1D		1	1	112	0.9%	No
CHIA		1	1	112	0.9%	No
KRTAP5-10		1	1	112	0.9%	No
FHOD3		3	2	112	1.8%	No
ZNF777		1	1	112	0.9%	No
GDPD5		1	1	112	0.9%	No
ARMC9		1	1	112	0.9%	No
INTU		2	2	112	1.8%	No
ZNF587B		1	1	112	0.9%	No
TMX1		1	1	112	0.9%	No
MYRF		1	1	112	0.9%	No
ZNF142		1	1	112	0.9%	No
TEN1		1	1	112	0.9%	No
DAGLA		1	1	112	0.9%	No
NASP		1	1	112	0.9%	No
NEXMIF		5	5	112	4.5%	No
ZNF148		1	1	112	0.9%	No
NCL		1	1	112	0.9%	No
SEMA3A		2	2	112	1.8%	No
HTR5A		1	1	112	0.9%	No
ZNF384		4	4	112	3.6%	Yes
GAS8-AS1		1	1	112	0.9%	No
HTR3A		1	1	112	0.9%	No
HTR2C		1	1	112	0.9%	No
LDLRAD4		1	1	112	0.9%	No
HTR2A		1	1	112	0.9%	No
FBLIM1		1	1	112	0.9%	No
FAM20A		1	1	112	0.9%	No
TCEAL3		1	1	112	0.9%	No
NCF2		1	1	112	0.9%	No
IL17RD		1	1	112	0.9%	No
CA1		1	1	112	0.9%	No
NCF4		1	1	112	0.9%	No
VEZF1		4	4	112	3.6%	No
IRF9		1	1	112	0.9%	No
MAMDC4		1	1	112	0.9%	No
LINGO2		2	2	112	1.8%	No
TUBB3		2	2	112	1.8%	No
